id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
75;1;2004;2013;2016;ESP29715;ESP1280;R Charles Berthier;30 à 40 cm;australis;passages fréquents et arrêts fréquents;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Racines chignonnées;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigoureux
76;6;2008;2015;2017;ESP5819;ESP101;Av LBruyère Reynoard Peupliers;10 à 20 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
77;2;2004;2015;2016;ESP16165;ESP955;Cimetière du Petit Sablon;30 à 40 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Envahie par un épiphyte dans le houppier;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
78;6;2004;2013;2014;ESP12730;ESP1418;Av Reynoard 3 Quartiers Musset;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
79;6;2005;2015;N/A;ESP1755;ESP1263;Pas entre Stalingrad et Vigny;10 à 20 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
80;5;2004;2015;2018;ESP7721;ESP55;Av Malherbe Pascal à J Perrot;10 à 20 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
81;1;2004;2014;2014;ESP31226;ESP31186;R Ernest Hareux zone compost;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Etêté - Doute sur la tenue racinaire (planté sur du remblais);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Abattage;non;N/A;Italica;vieillissement dépérissement
82;4;2004;2013;2014;ESP3508;ESP876;Av A Belgique Perrot Cornier;50 à 60 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Pied abîmé;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille rideau;oui;N/A;N/A;vigoureux
83;3;2004;2013;N/A;ESP9130;ESP1229;Cité Mistral R A France park;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
84;5;2004;2013;N/A;ESP15802;ESP320;R Cardinal le Camus pair;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Dominé par les platanes de l'école;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigueur intermédiaire
85;2;2004;2014;2014;ESP6047;ESP579;Ave Randon FC Allobroges Saul;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;tete de chat creusées;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigueur intermédiaire
86;1;2014;2014;2019;ESP33306;ESP33625;Av Martyrs Résistance Horowitz;10 à 20 cm;tulipifera;passages fréquents ou arrêts;Liriodendron;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
87;1;2004;2014;2014;ESP25729;ESP9;R Tarze D Savoyat à Vil lans;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Proximité cateners;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
88;5;2011;2015;2018;ESP24553;ESP251;Av J O Perrot à D Fontanelle;30 à 40 cm;hippocastanum;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
89;5;2004;2015;2017;ESP9171;ESP1057;R Kaunas P Cocat à Manteyer;10 à 20 cm;cappadocicum;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
90;1;2014;2014;2019;ESP33285;ESP33625;Av Martyrs Résistance Horowitz;10 à 20 cm;sylvestris;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
91;6;2011;2015;2017;ESP10502;ESP455;All Romantiques LBruyère Vigny;10 à 20 cm;utilis;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
92;6;2004;2013;2016;ESP23961;ESP432;Prc La Bruyère NORD mail centr;40 à 50 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
93;3;2004;2015;2016;ESP24817;ESP50;Ave Beaumarchais ang A Reynier;30 à 40 cm;altissima;passages fréquents et arrêts fréquents;Ailanthus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lierre;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
94;5;2004;2014;N/A;ESP31148;ESP648;Av Paul Cocat impair;10 à 20 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigueur intermédiaire
95;3;2004;2013;N/A;ESP7260;ESP898;Pc Ch Elysés pel petit train;20 à 30 cm;serrulata;passages fréquents et arrêts fréquents;Prunus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
96;2;2004;2014;2014;ESP22843;ESP970;Ave Randon imp Calv St Eynard;30 à 40 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Chignon racinaire;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
97;3;2004;2015;2018;ESP20405;ESP873;Bd J Vallier voie tram impair;10 à 20 cm;verrucosa;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
98;1;2004;2013;N/A;ESP1813;ESP481;R Sémard Esclangon à l'arche;20 à 30 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
99;5;2004;2013;2016;ESP29089;ESP1272;Av Malherbe face n 14 à 18;60 à 70 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
100;6;2005;2015;2016;ESP12173;ESP1263;Pas entre Stalingrad et Vigny;20 à 30 cm;campestre;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur essence - Façade;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
101;4;2012;2013;N/A;ESP21749;ESP883;R Jacquard ang H de Balzac;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;var.austriaca;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;Moyenne;N/A;non;N/A;N/A;vigueur intermédiaire
102;2;2011;2014;2015;ESP28663;ESP591;Parc 1 Michalon Musée;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur tripode à retirer dans 2-3 ans (système d'ancrage);ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
103;2;2004;2013;N/A;ESP17150;ESP1291;A Lorraine impair Gamb VHugo;30 à 40 cm;hippocastanum;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
104;2;2004;2015;N/A;ESP28211;ESP813;Jard des Dauphins petit nice;0 à 10 cm;indica;passages fréquents ou arrêts;Lagerstroemia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
105;3;2004;2015;2015;ESP13954;ESP662;Pc Savane pelouses Nord;30 à 40 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre immédiatement;de 1 à 5 ans;N/A;polypore ;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Abattage;oui;N/A;N/A;vieillissement dépérissement
106;2;2004;2014;2014;ESP12277;ESP822;Ave Randon Mortillet Girard;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Façade - Chignon racinaire - Blessure due aux heurts de véhicules;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
107;2;2004;2015;2017;ESP28344;ESP962;Bd Joffre tram Pasteur Rivet;10 à 20 cm;tulipifera;passages fréquents et arrêts fréquents;Liriodendron;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
108;3;2004;2013;N/A;ESP5578;ESP897;Pc Ch Elysés Maison l'enfance;40 à 50 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
109;3;2004;2015;N/A;ESP26519;ESP32097;Sortie A 480 zone boisée;10 à 20 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP187;Bois semi naturel;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
110;2;2004;2015;2017;ESP5964;ESP334;R F Poulat pair ang Miribel;20 à 30 cm;platyphyllos;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;En partie écorcé (vandalisme) - Erreur essence;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
111;5;2004;2015;2018;ESP9167;ESP852;R Manteyer n 31;20 à 30 cm;siliquastrum;passages fréquents ou arrêts;Cercis;N/A;N/A;Arbre d'avenir incertain;N/A;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
112;4;2004;2015;N/A;ESP24456;ESP655;Sq Foch ang Mangin;20 à 30 cm;lawsoniana;passages fréquents ou arrêts;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
113;2;2004;2014;2016;ESP18824;ESP1213;Pc 3 H St Ferjus Chartr Hermin;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Cépée 3 brins.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
114;1;2004;2013;2020;ESP27631;ESP1288;R DrGreffier;20 à 30 cm;cordata;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
115;5;2004;2014;2014;ESP20695;ESP384;Av Paul Cocat pair;10 à 20 cm;hippocastanum;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur devenu inutile;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
116;5;2004;2015;N/A;ESP19438;ESP715;Villa Arthaud R Colonel Driant;40 à 50 cm;exelsa;passages fréquents et arrêts fréquents;Picea;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
117;6;2004;2015;2018;ESP20781;ESP1386;Prc La Bruyère dalle Res;30 à 40 cm;saccharinum;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Erreur espèce - Cépée;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
118;5;2004;2015;N/A;ESP29781;ESP995;Prc Echangeurs Bastion St Roch;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
119;2;2004;2013;N/A;ESP28480;ESP1036;Bd J Pain Vallier Dauphins;80 à 90 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
120;1;2004;2015;2018;ESP12973;ESP326;Coulée verte Esclangon;20 à 30 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
121;2;2004;2015;2016;ESP28234;ESP817;Jard Hoche P Fugain buttes;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
122;6;2004;2015;2020;ESP4694;ESP1270;R C Kogan n 08 et 8bis;20 à 30 cm;nigra;passages fréquents et arrêts fréquents;Juglans;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
123;4;2004;2014;2014;ESP14637;ESP509;Ec prim Bajatière 06 Ch Eglise;0 à 10 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
124;2;2004;2015;N/A;ESP27112;ESP811;Bd Foch pair Hôt Mercure park ;20 à 30 cm;grandiflora;passages fréquents et arrêts fréquents;Magnolia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
125;3;2004;2015;N/A;ESP13929;ESP605;Cité Mistral derr 74 align;30 à 40 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
126;2;2004;2013;N/A;ESP8786;ESP1195;Bd Gambetta Dubedout Berriat;20 à 30 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
127;3;2009;2015;N/A;ESP21699;ESP896;Pt de Catane Sud align Tram;0 à 10 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;N/A;oui;N/A;N/A;vigoureux
128;2;2004;2014;N/A;ESP28683;ESP1324;Cité Vignes Huchon à Halage;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Gazon;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
129;3;2004;2013;N/A;ESP7791;ESP1080;Sq Ch Péguy;40 à 50 cm;occidentalis;passages fréquents ou arrêts;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
130;3;2004;2013;N/A;ESP23334;ESP1080;Sq Ch Péguy;50 à 60 cm;australis;passages fréquents ou arrêts;Celtis;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
131;3;2014;2014;2020;ESP32576;ESP1359;Pc Ch Elysés pelouse Nord;10 à 20 cm;babylonica;passages fréquents ou arrêts;Salix;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;Pendula;vigoureux
132;6;2004;2015;N/A;ESP2457;ESP561;R C Kogan n 35 et 37;10 à 20 cm;sylvestris;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Essence ne correspondant pas sur le terrain;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
133;5;2004;2014;2014;ESP20128;ESP1001;Terrain d'aventure R Repos;50 à 60 cm;chrysocoma;passages fréquents ou arrêts;Salix;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
134;5;2005;2015;2017;ESP11262;ESP377;Bd J Pain Tram Lyautet Mairie;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
135;3;2004;2013;N/A;ESP19633;ESP1080;Sq Ch Péguy;20 à 30 cm;colurna;passages fréquents ou arrêts;Corylus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
136;1;2004;2014;2014;ESP13595;ESP480;Pl Gare park gare routière;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;oui;N/A;N/A;vigueur intermédiaire
137;5;2004;2014;2014;ESP9218;ESP1000;Sq Villebois;20 à 30 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
138;2;2004;2015;2017;ESP9327;ESP344;Esplan ceinture Sud-Ouest;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;70;L 123-1.7;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Têtes de chat - cavités et pourritures dans le houppier;ESP151;Arbre de voirie;Arbre vieillissant;Arbre vieillissant;N/A;Controle;oui;Alignement;N/A;vieillissement dépérissement
139;4;2004;2014;2014;ESP7240;ESP503;Pc Pompidou pel face 09 à 13;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre à abattre dans les 5 ans;de 1 à 5 ans;N/A;Présence de Phellin à l'insertion des charpentières;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille mise en sécurité;non;N/A;N/A;vigoureux
140;2;2009;2014;N/A;ESP18156;ESP109;R François Raoult;0 à 10 cm;sempervirens;passages fréquents et arrêts fréquents;Cupressus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;oui;N/A;N/A;vigoureux
141;5;2004;2015;2020;ESP11332;ESP53;Prc Echangeurs talus berges;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
142;5;2010;2015;2017;ESP17051;ESP251;Av J O Perrot à D Fontanelle;30 à 40 cm;hippocastanum;passages fréquents et arrêts fréquents;Aesculus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
143;2;2004;2014;N/A;ESP11464;ESP18;Sq Mutualité ang Chanrion;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Dominé - Déporté;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
144;1;2014;2014;2019;ESP33401;ESP33630;Av Martyrs Tram Sud Horowitz;10 à 20 cm;spaitii;passages fréquents ou arrêts;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;non;N/A;N/A;vigoureux
145;6;2004;2015;2020;ESP16769;ESP1267;Grenoble village av M Reynoard;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
146;4;2004;2013;N/A;ESP11216;ESP241;R Stalingrad ang E Zola;10 à 20 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
147;4;2004;2015;2020;ESP5069;ESP1097;Ch Gordes pourtour gym Munch;20 à 30 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
148;4;2004;2013;2016;ESP7225;ESP1378;Av J Perrot l'orangeraie;40 à 50 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;Diagnostic partiel : lierre;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
149;1;2004;2014;2014;ESP6693;ESP784;R J Rey Berriat à N Chorrier;20 à 30 cm;americana;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
150;4;2004;2014;2014;ESP23681;ESP503;Pc Pompidou pel face 09 à 13;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Suspicion de massaria. Surveillance pathologique;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
